text,prediction
"Департаментом АФМ по городу Шымкент окончено уголовное дело по факту реализации поддельных денежных средств в сумме 9300 долларов США 100 долларовыми купюрами и психотропных веществ в виде синтетического наркотика «мефедрон» в особо крупном размере.

В отношении подозреваемого была избрана мера пресечения в виде «содержания под стражей». 

Приговором суда задержанный был признан виновным, ему назначено наказание в виде лишения свободы сроком на 10 лет.",0
"Команда Ranking.kz провела анализ коррупционных правонарушений, совершённых служащими акиматов страны и из структурных подразделений за январь-июль этого года.

За аналогичный период прошлого года на чистую воду вывели 87 казахстанских чиновников-коррупционеров, а в этом году 91 служащий пакетиков и их структурных подразделений совершил такие деяния.

""Это ""рекордное"" значение за последние годы. Стоит отметить, что именно в 2021-2022 годах численность служащих акиматов, совершивших коррупционные правонарушения, значительно превысила показатели предыдущих лет. Для сравнения: в аналогичном периоде 2020 года было 11 правонарушителей, 2019-го — 23, 2018-го — 22"", - сообщает сайт.

Возможно, что стали больше выявлять фактов, а не закрывать на них глаза. Как вы считаете?

Больше всего служащих акиматов были привлечены к ответственности за присвоение или растрату вверенного чужого имущества - 28 человек; получение взятки - 26 человек; дачу взятки - 19 человек; мошенничество - 14 человек.

По регионам смотрите показатели в карусели. Лидируют Туркестанская, Кызылординская области и город Шымкент: 13, 11 и 9 случаев соответственно. 

В Павлодарской области 6 зарегистрированных фактов коррупции среди сотрудников акимата. Это близко к среднему показателю. Из ярких случаев нашего региона в этом году - коррупционный эпизод с руководителем Управления культуры Самал Бегалиновой и последующим неувольнением ее начальницы Айзады Курмановой.

Tipavlo по информации ranking.kz
Фото из forbest.kz, инфографика ranking.kz",0
"Шымкентте жол апатынан 
Toyota Land Cruiser Prado жол талғамайтын көлігі аударылып кетті.

17 қыркүйекке қараған түні Бәйдібек би даңғылы мен Назарбеков көшесінің қиылысында ""Тойота Прадо"" және LADA (ВАЗ) 2109 автокөліктерінің соқтығысуы орын алды, деп хабарлайды ""Шұғыл шақырылым"" бағдарламасының тілшісі.
 
Соқтығысу нәтижесінде жол талғамайтын көлік аударылып қалған.
 
Жол апатынан ешкім ауыр жарақат алған жоқ. 
 
Полиция оқиғаның мән-жайын анықтап жатыр.

Внедорожник Toyota Land Cruiser Prado опрокинулся на крышу в результате ДТП в Шымкенте
 
В ночь на 17 сентября в на пересечении проспекта Байдибек би и улицы Назарбекова произошло столкновение автомобилей «Тойота Прадо» и LADA (ВАЗ) 2109, сообщает корреспондент программы «Экстренный вызов».
 
В результате столкновения внедорожник перевернулся на крышу.
 
В ДТП серьезных травм никто из участников аварии не получил, госпитализация не понадобилась.
 
Полиция выясняет обстоятельства случившегося.",0
"@1612info ПОХИЩЕНИЕ, ИЗБИЕНИЕ, ВЗЯТИЕ В ЗАЛОЖНИКИ И ВЫМОГАТЕЛЬСТВО ПЕРЕКВАЛИФИЦИРОВАЛИ В ""САМОУПРАВСТВО"" ПО ПРИКАЗУ ПРОКУРОРА...

Житель города Шымкента Жуманов Алмас был похищен местной бандой и находился в заложниках около недели. У него преступники потребовали 60 миллионов тенге. К счастью, ему удалось убежать из квартиры, где его удерживали в заложниках.

Далее Жуманов А. подал заявление в полицию на преступников. После чего был задержан один из предполагаемых преступников. При задержании был изъят телефон, где были видеодоказательства  того, что Алмаса избивали и вымогали деньги. Однако с течением времени телефон был исчез и был заменен на другой телефон. Данные факты были выявлены и доказаны. 

На преступников заведены уголовные дела по статье “Вымогательство” и объявлены в розыск. 
Теперь выяснилось о том, что прокуратура г. Шымкент во главе которого находится главный прокурор Муканов Габит, делают все возможное, чтобы переквалифицировать дело по статье “Самоуправство”. По данной статье предусмотрен всего лишь штраф, либо задержание на 20 суток. 

То есть в г. Шымкент вас могут избить, взять в заложники и вымогать деньги, и за это никого не накажут, а всего лишь выпишут штраф и отпустят на свободу. И все это прикрывает сама прокуратура. 
И это всего лишь единичный случай. А ведь таких историй на самом деле не один. 

Как обычно, в Казахстане вы не защищены законом. Назначенцы Токаева не понесут наказания, более того получат повышение. И эти преступники в погонах будут прикрывать бандитов всеми своими возможностями. Вот такой у нас “Новый Казахстан”",0
"Уважаем старших, у всех есть родители, котором уже тяжело с возрастом. 

#Алматы #новости #нурсултан #шымкент #авария #происшествие #драка #криминал #дороги #криспи #казахстан #жолполициясы #акиматалматы #Токаев #девушка #интересное #оптовыепродажи #распродажа #скидки #интересное #барахолка #купитьвалматы #найти #топ #лучшее",0
"Свидетелями неприятного инцидента стали пассажиры автобусов №27 и 35 в Шымкенте. Водители общественного транспорта не могли поделить дорогу и устроили между собой гонки.
«Байга» на дороге закончилась конфликтом. Коллеги вышли из салонов и продолжили выяснять отношения на улице. Все это время пассажирам пришлось ждать, пока водители придут к компромиссу и продолжат свой путь. Инцидент произошел на перекрестке улицы Байтурсынова-Мадели кожа.

Видеозапись распространилась в социальных сетях. К слову, этот инцидент между шымкентскими автобусниками далеко не первый.

Происходящее сняли на видео очевидцы с призывом, чтобы управление пассажирского транспорта и автомобильных дорог как-то решало проблему. В ведомстве пояснили, водителям объявят строгий выговор, а если подобное повторится, то уволят.

�«В настоящее время Управлением пассажирского транспорта и автомобильных дорог города Шымкента дано поручение принять соответствующие меры ТОО “Туркестанская Транспортная Компания (ТТК)”, компании-перевозчику, которой принадлежат автобусные маршруты №27 и 35, показанные в видеоролике. В свою очередь, заместитель руководителя компании-перевозчика Укибаев Абдибек сообщил, что график движения двух указанных автобусных маршрутов идет в одном направлении, автобусные маршруты не соответствуют своему расписанию. В результате двое поссорились, драки не было. В настоящее время от водителей получают разъяснения, а также водителям объявят строгий выговор. В случае, если данное обстоятельство произойдет еще раз, водителей предупредили, что будут приняты меры по увольнению«, — сообщили в ведомстве.

#шымкент",0
"Вчера в 8 утра на трассе Самара – Шымкент столкнулись ГАЗель и пассажирский автобус Yutong.

В результате ДТП на месте происшествия от полученных травм скончался один из пассажиров автобуса. Еще пятеро – доставлены в больницу с различными травмами. 

Данный факт зарегистрировали по ст. 345 ч. 3 УК РК “Нарушение правил дорожного движения или эксплуатации транспортных средств лицами, управляющими транспортными средствами”. Назначены экспертизы. Водитель ГАЗели, выехавший на встречную полосу, задержан. Выясняются все обстоятельства произошедшего.

� рolisia.kz 

#новостиказахстан #новоституркестан #дтп #авария #сергектуркестан #polisiakz",0
"За январь-июль 2022 года в Казахстане коррупционные правонарушения совершил 91 служащий акиматов и их структурных подразделений, что является ""рекордным"" показателем за последние годы.
⠀
По данным анализа ranking.kz, в аналогичном периоде 2021 года в данном преступлении уличили 87 коррупционеров.
⠀
В разрезе статей коррупционных правонарушений больше всего служащих акиматов было привлечено к ответственности за:
⠀
- присвоение или растрату вверенного чужого имущества (п. 2, ч. 3 ст. 189 УК РК) - 28 человек;
- получение взятки (ст. 366 УК РК) - 26 человек;
- дачу взятки (ст. 367 УК РК) - 19 человек;
- мошенничество (п. 2, ч. 3 ст. 190 УК РК) - 14 человек.
⠀
В региональном разрезе наибольшее количество работников акимата были ""пойманы за руку"" в Туркестанской области - 13 человек. Впрочем, в акиматах области проблема коррупции всегда стояла остро. Более того, именно из-за коррупционных скандалов 26 августа 2022 года бывший глава региона подал в отставку.
⠀
Среди антилидеров по численности коррупционных правонарушителей также оказались Кызылординская область (11 человек) и город Шымкент (9 человек).",0
"В Шымкенте пресекли деятельность преступной группы, которая занималась торговлей несовершеннолетними для сексуальной эксплуатации на территории Шымкента, Тараза и Туркестана, сообщает vera.kz со ссылкой на Polisia.kz.

ОПГ состояла из 11 человек. 

Молодых девушек вербовали из разных городов Казахстана через знакомых и социальную сеть ""ВКонтакте"". Им предлагали высокооплачиваемую работу с хорошими условиями труда, после чего  обманным путём забирали документы и вовлекали в проституцию. Девушек могли продать или обменять для дальнейшей эксплуатации в съёмных квартирах, саунах и гостиницах. 

К тем, кто отказывался выполнять требования, применяли насилие. Девушек шантажировали и принуждали к употреблению наркотиков.",0
"Очередную широкомасштабную операцию ""STOP трафик"" провело МВД в сентябре, где полицейскими выявлено более 20 преступлений, связанных с торговлей людьми. 
 
Из них один факт похищения человека с целью эксплуатации; три - торговли людьми; четыре факта вовлечения в занятие проституцией, в том числе несовершеннолетнего - два; пять - торговли несовершеннолетними. Выявлено также 28 фактов организации или содержания притонов для занятия проституцией и сводничества. 
 
Кроме того, зарегистрировано 20 административных правонарушений за предоставление помещений заведомо для занятия проституцией и сводничества и 294 - за приставание, связанное с интимными услугами и попрошайничеством. 
 
Сотрудниками полиции ДП города Шымкента пресечена противоправная деятельность организованной группы в составе 11 человек, которая на протяжении длительного времени занималась торговлей людьми, в том числе несовершеннолетними, с целью сексуальной эксплуатации на территории Шымкента, Тараза и Туркестана. 
 
По данному факту проводится досудебное расследование за создание и руководство организованной группой, а равно участие в ней, торговлю людьми, вовлечение несовершеннолетнего в занятие проституцией, притоносодержание, сводничество и распространение наркотиков. Подозреваемые задержаны и находятся под стражей. 

Установлено, что молодых девушек вербовали в разных городах Казахстана через знакомых и социальную сеть ""ВКонтакте"", где предлагали высокооплачиваемую работу с хорошими условиями труда. После чего путем обмана и злоупотребления доверием с изъятием документов вовлекали в занятие проституцией, в последующем совершали торговлю и обмен их для дальнейшей эксплуатации в съемных квартирах, саунах и гостиницах города, полученный доход присваивали. В случае непослушания применяли насилие, шантаж, выдуманные штрафы и принуждение к употреблению наркотиков. 
 
Читайте продолжение в первом комментарии ⬇️",0
"Пострадавшая девочка скончалась, сообщает vera.kz со ссылкой на пресс-службу департамента полиции Туркестанской области.

Авария произошла около 9 часов утра 16 сентября в селе Кайнар Ордабасинского района. Полицейские установили, что автомобилем марки «LADA 211440» управлял​ несовершеннолетний. Подросток двигался в направлении г. Шымкента, не справился с управлением и выехал на обочину.​ В этот момент водитель сбил девочку-подростка, которая шла по тротуару.

Девочка скончалась в карете ""скорой помощи"" по дороге в больницу. Несовершеннолетних водителя и его пассажира госпитализировали с различными телесными повреждениями. Как выяснилось, подросток воспользовался отсутствием дома отца​ и без разрешения забрал его​ автомашину.
В настоящее время проводится досудебное расследование​ по ч. 3 ст. 345 УК РК «Нарушение правил дорожного движения или эксплуатации транспортных средств лицами, управляющими транспортными средствами».",0
"Спустя 21 год после терактов 11 сентября мусульманская община в США все еще страдает от постоянной ненависти, издевательств, дискриминации и насилия. Об этом заявили американские эксперты.

Теракты 11 сентября открыли новую эру преступлений на почве ненависти, расизма и ксенофобии в отношении мусульман, сообщил англоязычный новостной канал ""Аль-Джазира"" по случаю 21-ой годовщины терактов, добавив, что количество преступлений на почве ненависти против мусульман в Соединенных Штатах резко возросло сразу после 11 сентября 2001 года и все еще находятся на высоком уровне.

""Мусульмане продолжают быть объектом ненависти, издевательств и дискриминации из-за стереотипов, которые были увековечены исламофобами и средствами массовой информации в годы после терактов 11 сентября"", -- сказал Хуссам Айлуш, исполнительный директор лос-анджелесского отделения Совета по американо-исламским отношениям.

Он объяснил проблему исламофобии тем, что правительству США нужен общий ""враг"", которого можно было бы винить.

В общей сложности 62 проц. мусульман сообщают, что испытывают религиозную враждебность, а 65 проц. сталкиваются с неуважением, сказал Захра Джамал, заместитель директора Института Бонюка по религиозной терпимости при Университете Райса в Хьюстоне.

Между тем, США имеют долгую историю ""дегуманизации и маргинализации"" этнических и религиозных групп, в том числе коренных американцев, афроамериканцев, евреев и американцев азиатского происхождения, отметил эксперт, призвав сверхдержаву вплотную заняться этой проблемой. 

#казахстан #астана #нурсултан #алматы #шымкент #центральнаяазия #silkroadtoday #китай #кнр #китайцы #сегодня #новости #сми #шелковыйпутьсегодня #мусульмане #ислам #сша #американцы #11сентября #11сентября2001 #911 #дискриминация #религия #этнос #издевательство #эксперт #маргинализация #ксенофобия #преступление #проблема",0
"39-летнего жителя Шымкента обвинили в попытке изнасилования 6-летней дочери. Трагедии удалось избежать благодаря матери девочки, которая увидев голого мужа на рыдающем ребенке, нанесла ему несколько ножевых ранений.

Эта шокирующая история произошла еще 12 сентября в 700 км от Шымкента, в южной столице. Именно туда гражданин Жакипов, житель южного мегаполиса, приехал навестить жену и детей. Встреча бывших супругов неожиданно переросла в насилие и поножовщину. По словам правозащитницы Дины Тансари, после ужина пьяный мужчина схватил за волосы экс-супругу и жестоко надругался над ней в ванной. Женщина еле подняла себя и увидела страшную картину — в комнате на дочери лежал голый отец и пытался стащить с нее нижнее белье. В это время в глазах будто помутнело, говорит женщина, она нанесла ему несколько ударов ножом в спину. 

«Сначала, как сообщила сестра постадавшей, он запер детей в комнате. После изнасилования жены, он пошел в комнату открыл дверь ключом и позвал дочку. Лежал на дочери голый, ласкал ее по волосам, лицу, пытался снять с нее шорты. Мать пыталась оттолкнуть его, била, он поворачивался в ее сторону и пинал по ногам, она умоляла ради Аллаха оставить ее, но его это не останавливало. Он был обкуренный и пьяный. Она схватила первый попавшийся предмет, это был нож и сначала ударила в спину, он стягивал уже трусы с девочки, она нанесла удары снова и снова«, — рассказывает Дина Тансари, правозащитница. 

После этого, как сообщили в Департаменте полиции Алматы, мужчину с проникающими колото-резаными ранениями печени и прямой кишки госпитализировали. На его бывшую супругу завели уголовное дело по статье 106, часть 1 Умышленное причинение тяжкого вреда здоровью. В обстоятельствах разбираются правоохранительные органы. Женщина под домашним арестом, ей грозит от 3 до 8 лет лишения свободы. А вот дело по факту изнасилования женщины и попытке изнасилования несовершеннолетней дочери так и не возбудили. 

Правозащитники же бьют тревогу. Неравнодушные казахстанцы организовали петицию с целью ужесточить наказание для насильника, который оказался в амплуа потерпевшего, и просят президента обратить внимание на вопиющее преступление.",0
"Полицейские Туркестанской области направили в суд материалы досудебного расследования с обвинительным актом в отношении 4 молодых людей, похитивших более 50 аккумуляторов на сумму около 3 700 000 тенге. Решением Ордабасинского районного суда каждому из подсудимых назначили 3 года и 6 месяцев ограничения свободы, передает пресс-служба департамента полиции региона. 

В Ордабасинский районный отдел полиции с заявлением обратился местный житель о том, что неизвестные похитили у него с грузовой автомашины марки «КамАЗ» 4 аккумулятора. Общая сумма ущерба, нанесенная потерпевшему, составила около полумиллиона тенге. 

Сотрудники криминальной полиции задержали подозреваемых - 4 жителей Арысского района. Молодые люди оказались односельчанами. Установлена их причастность к совершению краж аккумуляторов на территории Арысского и Ордабасинского районов. В качестве вещественных доказательств изъято более 20 аккумуляторов.

Как выяснилось, подозреваемые планировали каждое преступление. Они устанавливали на свой автомобиль поддельные госномера и совершали кражи. С помощью подручных средств подозреваемые похищали аккумуляторы из различных автомобилей, бесхозных, оставленных без присмотра, стоявших в плохо огороженных дворах или там, где вообще отсутствовали ограждения. Затем они сдавали аккумуляторы в пункты приема металла в городах Арысь и Шымкент, а полученные деньги делили между собой. 

Суд учел тот факт, что молодые люди ранее не были судимы, возместили ущерб, и в связи с примирением сторон назначил наказание в виде ограничения свободы.",0
"Шымкент: Діни мазмұндағы кітаптарды заңсыз сатқан азаматқа айыппұл салынды

Шымкент қаласы Полиция департаментінің қызметкерлері экстремизмге қарсы іс-қимыл бағытында қарқынды жұмыстар атқаруда. Атап айтсақ, ағымдағы жылдың қараша айында Экстремизмге қарсы іс-қимыл басқармасының қызметкерлерімен жедел іздестіру шараларын жүргізу барысында жергілікті жердің 40 жастағы тұрғыны ұсталды. Ол діни мазмұндағы кітаптарды заңсыз сатып жүргені анықталды.
Аталған азамат ҚР ӘҚБтК-нің 490-бабы 3-тармағы бойынша әкімшілік жауапкершілікке тартылды. Мамандандырылған әкімшілік сотымен жергілікті тұрғынға 50 АЕК мөлшерінде, яғни 153 150 (жүз елу үш мың жүз елу) теңге көлемінде айыппұл салынды.

Шымкент қаласы Полиция департаментінің Баспасөз қызметі
*********************
Шымкентца привлекли к ответственности за незаконную продажу религиозных книг

Сотрудниками Департамента полиции города Шымкент на постоянной основе проводится работа по противодействию экстремизму. В частности, сотрудниками Управления по противодействию экстремизму в ходе проведения оперативно-розыскных мероприятий был задержан 40-летний житель города. Установлено, что он незаконно продавал книги религиозного содержания.
Данный гражданин привлечен к административной ответственности по п. 3 ст. 490 КоАП РК. Специализированным административным судом на нарушителя наложен штраф в размере 50 МРП, то есть 153 150 тенге.

Пресс-служба Департамента полиции города Шымкент",0
"«Нашақорлық денсаулық жауы» атты тәлімгерлік сағаты өтті

Мемлекет басшысының 2022 жылғы 1 қыркүйектегі Қазақстан Халқына жолдауында синтетикалық есірткі тұтынатындардың көбеюі ұлт саулығына зор қауіп төндіріп отырғанын, соған байланысты синтетикалық есірткіні өндіруге және таратуға қарсы күрес жалпыұлттық деңгейде жүргізілуі тиіс екендігін атап көрсетіп, нашақорлықпен және есірткі саудасымен күресу жұмыстарын жандандыру тапсырылған.
	Шымкент қаласы Полиция департаментінің қызметкерлері оқу жылы барысында қаламыздағы барлық жоғарғы оқу орындарының студенттерімен арнайы кездесулер өткізіп, жастар арасында есірткі қолданудың және нашақорлықтың алдын алу бойынша арнайы ақпараттық-түсіндірмелік жұмыстар жүргізіп келеді.
	Осы мақсаттағы жұмыстарда тәртіп сақшылар білім беру ұйымдарымен тығыз қарым-қатынаста жұмыстар жүргізуде.
	Кезекті іс-шара М.Әуезов атындағы Оңтүстік Қазақстан университетінің «Химиялық инженерия және биотехнология» факультетінде жалғасын тапты. 
	Аталған іс-шараға Жедел-криминалистика басқармасының бас криминалисті полиция подполковнигі Дархан Дүйсенұлы Зияев және Есірткі қылмысына қарсы іс-қимыл басқармасының аға жедел уәкілі полиция майоры Бауыржан Қанатұлы Карбеков арнайы барып қатысты.
Қызметкерлер студенттер мен кафедра меңгерушілеріне жастарға есірткінің заңсыз айналымына қатысудың құқықтық салдары, нашақорлықтың қалыптасуы кезінде «дәріхана нашақорлығының» қауіптілігі, синтетикалық есірткілердің зияндығы жөнінде толыққанды мәліметтер беріп, одан аулақ болып, салауатты өмір салтын ұстанудың маңыздылығын атап көрсетті. 
Одан бөлек, Жедел-криминалистикалық басқармасының бас криминалисті полиция подполковнигі Дархан Дүйсенұлы студенттерге «Криминалистиканың қазіргі заманауи әдістері» атты дәріс оқып, криминалистика ғылымының маңызды тұстары, сараптама жүргізудің негіздері мен олардың барысы, криминалистиканың әр саласының өзіндік ерекшеліктері, заттай дәлелдемелерді алу мен оны қылмыстық іс барысында пайдалану жолдары және тағы да басқа жұмыстар бойынша тәжірибесімен бөлісті.
Сонымен қатар, студенттерді жаман әдеттерден аулақ болып, салауатты өмір салтын ұстанып, бос уақытында пайдалы істермен айналысуға шақырды.",0
"Вопрос коррупции в стране всегда стоял остро, особенно в государственных органах. Команда Ranking.kz провела анализ коррупционных правонарушений, совершенных служащими акиматов страны,

За январь-июль такие правонарушения совершил 91 служащий акиматов и их структурных подразделений. Это «рекордное» значение за последние годы.

К примеру, в аналогичном периоде 2021 года за руку поймали 87 коррупционеров. Стоит отметить, что именно в 2021—2022 годах численность служащих акиматов, совершивших коррупционные правонарушения, значительно превысила показатели предыдущих лет (для сравнения: в аналогичном периоде 2020 года было 11 правонарушителей, 2019-го — 23, 2018-го — 22).

В разрезе статей коррупционных правонарушений больше всего служащих акиматов было привлечено к ответственности за: присвоение или растрату вверенного чужого имущества — 28 человек;.

получение взятки — 26 человек; дачу взятки — 19 человек; мошенничество — 14 человек.

В региональном разрезе больше всего служащих акиматов попалось на коррупционных правонарушениях в Туркестанской области — 13 человек.

К слову, именно из-за коррупционных скандалов 26 августа бывший аким Туркестанской области подал в отставку. Ранее Умирзак Шукеев заявлял, что готов уйти в отставку, в случае если бывший аким Кентау Даурен Махажанов будет признан виновным в получении взятки в особо крупном размере. В итоге экс-акима Кентау приговорили к 10 годам лишения свободы.

Среди антилидеров по численности коррупционных правонарушителей также оказались Кызылординская область (11 человек) и Шымкент (9 человек).

Источник: Ranking.kz",0
"Вопрос коррупции в стране всегда стоял остро, особенно в государственных органах. Команда Ranking.kz провела анализ коррупционных правонарушений, совершенных служащими акиматов страны, передает ИА @kz_newtimes 

За январь-июль такие правонарушения совершил 91 служащий акиматов и их структурных подразделений. Это «рекордное» значение за последние годы.

К примеру, в аналогичном периоде 2021 года за руку поймали 87 коррупционеров. Стоит отметить, что именно в 2021-2022 годах численность служащих акиматов, совершивших коррупционные правонарушения, значительно превысила показатели предыдущих лет (для сравнения: в аналогичном периоде 2020 года было 11 правонарушителей, 2019-го — 23, 2018-го — 22).

В разрезе статей коррупционных правонарушений больше всего служащих акиматов было привлечено к ответственности за:
присвоение или растрату вверенного чужого имущества — 28 человек;

получение взятки — 26 человек;
дачу взятки — 19 человек;
мошенничество — 14 человек.

В региональном разрезе больше всего служащих акиматов попалось на коррупционных правонарушениях в Туркестанской области — 13 человек.

К слову, именно из-за коррупционных скандалов 26 августа бывший аким Туркестанской области подал в отставку. Ранее Умирзак Шукеев заявлял, что готов уйти в отставку, в случае если бывший аким Кентау Даурен Махажанов будет признан виновным в получении взятки в особо крупном размере. В итоге экс-акима Кентау приговорили к 10 годам лишения свободы.

Среди антилидеров по численности коррупционных правонарушителей также оказались Кызылординская область (11 человек) и Шымкент (9 человек).

�: andriano_cz / depositphotos 

❗️Подписывайтесь на наш канал в Telegram � qaznovosti",0
"Это был эксперимент, авторы хотели узнать, как отреагируют окружающие люди на такое поведение парня и затупятся ли за женщину. �

#Алматы #новости #нурсултан #шымкент #авария #происшествие #драка #криминал #дороги #криспи #казахстан #жолполициясы #акиматалматы #Токаев #девушка #интересное #оптовыепродажи #распродажа #скидки #интересное #барахолка #купитьвалматы #найти #топ #лучшее",0
"ТРИ «ЗОЛОТА» ЗАВОЕВАЛА АКМОЛИНСКАЯ СПОРТСМЕНКА С НАРУШЕНИЕМ ОРГАНОВ СЛУХА

Спартакиада по летним Сурдлимпийским видам спорта Республики Казахстан продолжается в городе Шымкент.
В соревнованиях по плаванию спортсмены Акмолинской области завоевали четыре медали.
Алина Синельникова стала чемпионкой сразу на трех дистанциях брасс 50 м, 100 м и 200 м.
На дистанции 50 метров батерфляй Дмитрий Сальников поднялся на третью ступень пьедестала.
Команду подготовили тренеры Джанна Зайцева и Дмитрий Сальников.
 @sport_akmola",0
